id,user_id,tag_id,product_name
1,00000055a78bf6735c4a89358fab1de34104c3cb,e78de9dad70d230a096f0bbdc3e89b5cae04ba77,La Gar̤onne In Oro Rosa A Maglie/bianco
2,00000055a78bf6735c4a89358fab1de34104c3cb,b9a521730141de9bc4fe8ebc9f33713411d0101a,Fishnet Eco Bag
3,00000055a78bf6735c4a89358fab1de34104c3cb,8378136c6dd0e03be859a210a0cee03955951fb1,Collarino Essentielle In Oro Interamente A Esagoni
4,00000055a78bf6735c4a89358fab1de34104c3cb,9cc68d8345f675892bcab0fad02f65b4ac7e71ea,Asos - Vestito A Fascia Con Fondo A Fisarmonica
5,00000055a78bf6735c4a89358fab1de34104c3cb,a8272c62cd05d5b882e4f630fb55cfa0ba8491e6,Peggy Off Shoulder Corset Top-white
6,00000055a78bf6735c4a89358fab1de34104c3cb,5c61cd1b82ec7a4d2918a6de99fcd1577b462f79,Uo Suede Contrast Stitch Ecru Pelmet Skirt
7,00000055a78bf6735c4a89358fab1de34104c3cb,c093b1743115b3f9d368b2f7bdf54f367afccc7c,Shiny Moon Necklace - Maria Pascual Shop
8,00000055a78bf6735c4a89358fab1de34104c3cb,a1437d6393ee9535248b16f27a649bbd98c9e2f5,Maglione Jacquard Con Logo 'arantxa'
9,00000bfd1cce5d57bd67ca12b70acc8cd4df4176,8280fd9adc1f65063789b6a04b5e94e94d28b8a7,501� Shorts
10,00000bfd1cce5d57bd67ca12b70acc8cd4df4176,383b1bfd6866f724a373bd5319a8d8def774bc5a,Fashionkilla - Body Nero Con Spalline Sottili - Nero
11,000014674d2afbd30b4a89e7f917b67ade3c31c4,e26be4e1f6d58a70ccff9999d344ed56db3268b2,Elettra Blu
12,000014674d2afbd30b4a89e7f917b67ade3c31c4,54fd1a9e98c18ce1a0fecf64c8c687d86378c0cf,Marsupio Gg Marmont In Pelle Matelass̩
13,000014674d2afbd30b4a89e7f917b67ade3c31c4,a810817137e0a8647bb97bcd84d510be782e8dd0,Fashionkilla - Body Nero Con Spalline Sottili - Nero
14,000014674d2afbd30b4a89e7f917b67ade3c31c4,383b1bfd6866f724a373bd5319a8d8def774bc5a,Fashionkilla - Body Nero Con Spalline Sottili - Nero
15,000014674d2afbd30b4a89e7f917b67ade3c31c4,8280fd9adc1f65063789b6a04b5e94e94d28b8a7,501� Shorts
16,000014674d2afbd30b4a89e7f917b67ade3c31c4,b52920ce6423445abd183a443555f418417c37e5,Bikini Con Slip Regolabile
17,000014674d2afbd30b4a89e7f917b67ade3c31c4,cdde6b8d76592464a20c6f223a4bf6182bb8877e,Camiseta Fila
18,000014674d2afbd30b4a89e7f917b67ade3c31c4,c9833f3b42aea4c6cc4fd5a7ead64404bcee6ad1,501 High Rise Short
19,000014674d2afbd30b4a89e7f917b67ade3c31c4,5bece1bb367945d43f696fc0245628a81265da16,Madame Viv' Diadem
20,00001dbe00e56fc4b1c1b65dda63de2a5ece55f9,46e0a10854dd6d32e644e111c232a7b3e1b046ea,Look
21,00001dbe00e56fc4b1c1b65dda63de2a5ece55f9,566c6cebe09f05e43d54bc60702153ad648fa3d3,Vestido Largo Estampado Animal
22,00001dbe00e56fc4b1c1b65dda63de2a5ece55f9,deb0768102da59766da88ab6c636589fb1620393,Look
23,00002d886b0027b4cead503a8a6f71b797721dcc,d757e9452729bc5401c4dbb9b471ef0249531d83,Mono Corto Con Estampado Floral
24,00009c599dca6873a47404fa9b7a9b0a1bd13049,46e0a10854dd6d32e644e111c232a7b3e1b046ea,Look
25,00009c599dca6873a47404fa9b7a9b0a1bd13049,8ed927ca41449c7da3518b08e63c8d6fe7c8411f,Mono Cuello Camisero
26,00009c599dca6873a47404fa9b7a9b0a1bd13049,a4e9451791e415012fcd6a3ee93a4da997d0f1be,Blusa Rayas Bolsillos
27,00009c599dca6873a47404fa9b7a9b0a1bd13049,0d1070c2feab6478f6f9fc521626df87f3f9e1cb,Body De Tirantes Y Canal̩ En Blanco De Asos Design
28,00009c599dca6873a47404fa9b7a9b0a1bd13049,a56b5cd875f9b64997c87019fd77cca851b646f7,Vestido
29,00009c599dca6873a47404fa9b7a9b0a1bd13049,b9b771fc71179db0f035706e5b45398a9250e084,Love Yourself Yellow Gold Necklace
30,00009c599dca6873a47404fa9b7a9b0a1bd13049,e9ee460fac3c729a7de68f933621a117878dad2d,Jersey
31,00009c599dca6873a47404fa9b7a9b0a1bd13049,c2e67b3a39009534b417c51af86f5ebbee0dac09,Vestido Lunares Negro
32,00009c599dca6873a47404fa9b7a9b0a1bd13049,82826b58748c9a36c4ead4e2ba350ed56a51a0ab,Conjunto De Bikini Con Pliegues Acolchados Con Volantes
33,00009c599dca6873a47404fa9b7a9b0a1bd13049,59a8d2c5b2b390c1ed8c494235a9e960675ee8b2,Satin Silk Champagne - Multiway Gown
34,00009c599dca6873a47404fa9b7a9b0a1bd13049,130c8d19626cb1a633ed6940c782f6ddc14fe1fe,Shirley Off The Shoulder Dress-2 Colors
35,00009c599dca6873a47404fa9b7a9b0a1bd13049,1ddb855429661cf65d1db3bf4264fc4118dd10ba,Kairo Tan Top
36,00009c599dca6873a47404fa9b7a9b0a1bd13049,73d78ba99a1738229c57fc58c2500c41bcc5b7f9,Striped Jacket
37,00009c599dca6873a47404fa9b7a9b0a1bd13049,f7b0bf3ab0e0482961bf7a0718d54288a44eb133,Top Crochet Multiposici�_n
38,00009c599dca6873a47404fa9b7a9b0a1bd13049,e2678b33ba6600dc65e6e44e5e4b27d4306d063c,Top Canal̩ Halter
39,00009c599dca6873a47404fa9b7a9b0a1bd13049,98fdd7fb70ed91e4900eab2d98c73269856a30bc,Stone Diya Check Cargo Pocket Casual Trouser
40,00009c599dca6873a47404fa9b7a9b0a1bd13049,14b6d3e5accebe228652f7f7023bf72763551383,Pichi Vaquero A Rayas
41,00009c599dca6873a47404fa9b7a9b0a1bd13049,62955f426b7f20ff446764980c6bc786ec9db417,Falda De Cresp�_n Y Bordado Ingl̩s
